id;user_email;display_name;description;wpcf-category;wpcf-adresse;wpcf-lattitude;wpcf-longitude;wpcf-telephone-du-correspondant;wpcf-facebook_link;wpcf-hours-monday;wpcf-hours-tuesday;wpcf-hours-wednesday;wpcf-hours-thursday;wpcf-hours-friday;wpcf-hours-saturday;wpcf-hours-sunday
138;lestaminot@yahoo.fr;L'estaminot;Dans une ambiance d'ancienne librairie où il sent bon le café, vous trouverez un large choix de livres pratiquement neufs d'occasion. Pour un vrai moment de détente, pour ceux qeux qui souhaitent déguster des mets salés, sucrés en bouquinant des livres. Culture et détente, une association parfaite !;bars_cafes;31 rue reclusane, Toulouse;43.5988938;1.4322018999999955;09 84 09 63 61;https://www.facebook.com/Lestaminot-1523515101292669/;12:00-19:30;10:00-19:30;10:00-19:30;10:00-19:30;10:00-19:30;10:00-19:30;
121;jbouf@hotmail.fr;L' Évasion;Venez déguster tapas, assiettes composées et burgers dans ce bar-brasserie. Misant tout sur le « fait maison », il vous propose des produits français de qualités !;bars_cafes;29 Grande Rue Saint-Michel, Toulouse;43.58588649999999;1.44715199999996;05 61 62 21 97;https://www.facebook.com/levasion.bar/;10:30-2:00;10:30-2:00;10:30-2:00;10:30-2:00;10:30-2:00;9:30-13:00 / 17:00-3:00;
145;432@aubaineapp.fr;La Compagnie Française;Voyagez avec la Compagnie Française et partez à la decouverte de l'Italie. Dans une ambiance à la décoration soignée ou sur sa terrasse ensolleillée, le restaurant vous propose des salades gourmandes et copieuses ou des plats raffinés. Ouvert le dimanche la Compagnie Française vous accueille tous les jous de l'année.;bars_cafes;56 Rue d'Alsace Lorraine, Toulouse;43.6079541;1.4458617000000231;05 31 61 56 16;https://www.facebook.com/ciefrancaise/;9:00-2:00;9:00-2:00;9:00-2:00;9:00-2:00;9:00-2:00;9:00-2:00;10:00-2:00
120;raphaelluciani@icloud.com;La fine équipe;Ce lieu vous surprendra à coup sûr avec ses tapas et ses cocktails à tomber ! Bar-brasserie en semaine et brunch les week-end. Rien de mieux pour les toulousaines et toulousains !;bars_cafes;3 Bis Boulevard de Strasbourg, Toulouse;43.6059311;1.4480771999999433;05 61 62 21 97;https://www.facebook.com/lafineequipetoulouse/;11:30-2:00;11:30-2:00;11:30-2:00;11:30-2:00;11:30-2:00;11:30-2:00;11:30-2:00
147;764@aubaineapp.fr;La Guinguette;Profitez un déjeuner ou diner sur la Garonne ! Avec son coucher de soleil et sa vue imprenable, La Guinguette vos plonge dans un cadre bucolique. Au menu, une cuisine à base de produits frais et locaux.;bars_cafes;Quai Tounis, Toulouse;43.5961998;1.440379699999994;;https://www.facebook.com/laguinguette.toulouse/;9:00-22:00;9:00-22:00;9:00-22:00;9:00-22:00;9:00-22:00;9:00-22:00;9:00-22:00
140;condaminesclement@free.fr;La Houblonniere;Un salon de bière qui sert plus de 200 bières dont un large choix de produits locaux ! Pour goûter à la nouveauté et à la qualité, c'est ici !;bars_cafes;37 Rue de la République, Toulouse;43.5984187;1.4334569999999758;09 51 14 53 71;https://www.facebook.com/houblonniere.toulouse/;12:00-22:00;12:00-22:00;12:00-22:00;12:00-22:00;12:00-22:00;12:00-22:00;
132;communication@connexionlive.fr;La Maison;Venez profiter de cette deuxième maison. L'ambiance appelle au confort avec des bougies, des gros canapés et une cheminée  : un salon cosy qui nous donne l'impression d'être chez soi. Et les tapas sont parfaits !;bars_cafes;9 Rue Gabriel Péri, Toulouse;43.605835;1.451297;05 61 62 87 22;https://www.facebook.com/LeBarLaMaison/?fref=ts;17:30-2:00;17:30-2:00;17:30-2:00;17:30-2:00;17:30-2:00;17:30-3:00;
142;31221@aubaineapp.fr;La Mucca;Amoureux des carnets, stylos et cartes, vous êtes sûrs de trouver votre bonheur à la Mucca !  Cette papeterie vous propose des produits originaux souvent créés par leurs soins.;boutiques;23 Rue des Lois, Toulouse;43.6063065;1.4405808000000206;05 34 30 93 84;https://www.facebook.com/La-Mucca-Toulouse-141262632567473/;10:00-19:00;10:00-19:00;10:00-19:00;10:00-19:00;10:00-19:00;10:00-19:00;
46;s.sarlandie@gmail.com;La Reine Margot;"Toulousains, friands du concept ""sans gluten"", voici votre paradis ! Entrez dans le repère de la Reine Margot, vous serez immédiatement saisi par l'odeur délicieuse des mets faits maison.";restaurant;13 rue Peyrolières, Toulouse;43.6004713;1.4406699999999546;09 86 20 55 69;https://www.facebook.com/La-Reine-Margot-1439869932969709/;8:00-12:00 / 14:00-18:00;10:00-18:00;10:00-18:00;10:00-18:00;10:00-19:00;10:00-19:00;
77;lasuite@aubaineapp.fr;La Suite;La Suite, c'est le coup de coeur de la rue Saint-Rome ! Avec des pièces féminines et sublimes de confection française, vous ne saurez pas où donner de la tête !;boutiques;22 Rue Saint Rome, Toulouse;43.60243459999999;1.4437438999999586;;;11:00-19:00;8:00-12:00 / 14:00-18:00;8:00-12:00 / 14:00-18:00;8:00-12:00 / 14:00-18:00;8:00-12:00 / 14:00-18:00;8:00-12:00 / 14:00-18:00;
149;cave.voiemaltee@gmail.com;La Voie Maltée;La voie Maltée  vous propose de faire le tour du monde des bières ! Vous trouverez plus de 200 références provenant des quatre coins du globe. Il y a aussi des bières bios, sans gluten ou sans alcool, alors venez vite découvrir leur superbe sélection !;bars_cafes;68 rue pargaminières, toulouse;43.60473349999999;1.4406401999999616;05 62 89 51 83;https://www.facebook.com/caveabiereslavoiemalteetoulouse/?fref=ts;14:00-22:00;14:00-22:00;14:00-22:00;14:00-22:00;14:00-22:00;14:00-22:00;
81;be.pernet@gmail.com;La Fabrique - Bricoles et Spiritueux;Ce restaurant toulousain au décor industriel vous garantit le fait maison ! Les plats y sont concoctés avec de jolis produits frais par un chef cuisinier, proposant au choix : viandes, salades, burgers et bricoles.;bars_cafes, restauration;6 Place du Peyrou, Toulouse;43.6072667;1.4400494000000208;05 61 21 39 46;https://www.facebook.com/La-Fabrique-Bricoles-et-Spiritueux-344864188870903/?fref=ts&__mref=message_bubble;7:30-23:30;7:30-1:30;7:30-1:30;7:30-1:30;7:30-1:30;11:00-1:45;
38;lafaceb@aubaineapp.fr;La Face B;Ancien salon de thé, La Face B se reconverti en bistrot !  Venez y déguster de délicieux tapas avec une vue imprenable sur la cathédrale Saint-Etienne !;bars_cafes,petite_faim,restauration;60 Rue de Metz, Toulouse;43.6005347;1.449888699999974;05 61 12 32 06;https://www.facebook.com/lafaceB.toulouse/;10:00-18:00;10:00-18:00;10:00-22:30;10:00-22:30;10:00-22:30;10:00-18:00;9:00-18:00
137;manuel@karinejeff.fr;Le Bonheur est dans le pot;Restaurant bio et familial, sous forme de self et buffets, vous pouvez y composer votre propre menu! Les plats aussi savoureux qu'insolites se paient au poids. Partie épicerie, retrouvez tous ces délices... en pots !;bars_cafes;17 Place Saint-Pierre, Toulouse;43.6036656;1.4350240999999642;09 81 81 86 78;https://www.facebook.com/lesamisdubonheur/;11:30-19:00;11:30-19:00;11:30-19:00;11:30-19:00;11:30-19:00;11:30-19:00;11:30-19:00
135;lecafecerise@gmail.com;Le Café Cerise;En provenance du torréfacteur Café Négril, à Balma, tous les grands crus de café sont garantis sans produits chimiques. Laissez-vous tenter par les différentes sortes et arômes !;bars_cafes;4 Quai de la Daurade, Toulouse;43.6000712;1.4403351999999359;05 81 60 66 91;https://www.facebook.com/lecafecerise/?fref=ts;8:30-17:00;8:30-18:00;8:30-18:00;8:30-18:00;8:30-18:00;10:00-18:00;
125;lcdo31000@gmail.com;Le Comptoir De L'optique;Le Comptoir de l'Optique vous propose un choix incroyable de montures de lunnettes, environ 400 ! Vous y trouverez aussi des solaires de créateurs à des prix abordables !;bars_cafes;44 Rue des Tourneurs, Toulouse;43.60087309999999;1.4450766999999587;05 31 98 79 91;https://www.facebook.com/Le-Comptoir-De-Loptique-966876640049810/?fref=ts;10:00-18:00;10:00-19:00;10:00-19:00;10:00-19:00;10:00-19:00;10:00-18:00;
40;ledressingdesfilles@live.fr;Le Dressing des Filles;Pour remplir votre dressing de belles pièces sans vous ruiner, rendez-vous au Dressing des Filles ! A deux pas du Capitole, retrouver cette boutique pleine de surprises !;boutiques;20 Rue des Lois, Toulouse;43.6055031;1.441950899999938;05 34 25 16 96;https://www.facebook.com/Le-Dressing-Des-Filles-369070383143356/;;11:00-19:00;11:00-19:00;11:00-19:00;11:00-19:00;11:00-19:00;
159;lefenetra@gmail.com;Le Fenetra;Le Fénétra vous fais redécouvrir sa pâtisserie éponyme, traditionnelle de Toulouse ! Venez déguster des formules rapides le midi et des goûters à tomber l'après-midi. Tout est fait maison !;bars_cafes;7 rue temponières;43.6015097;1.4428634999999304;;https://www.facebook.com/pg/LeFenetra/about/?ref=page_internal;9:00-19:00;9:00-19:00;9:00-22:00;9:00-22:00;9:00-22:00;9:00-19:00;
151;jonas.haharfi@gmail.com;Le Lieu;Dédié aux baskets rares et éditions limitées, Le Lieu référence toutes sortes de sneakers ! Retrouvez vos marques favorites : Nike, Saucony, Vans, Reebok .. et de nombreux conseils !;boutiques;35 rue de Metz, Toulouse;43.60091;1.449031;05 31 15 02 34;https://www.facebook.com/Le-Lieu-189966707738560/;10:00-19:00;10:00-19:00;10:00-19:00;10:00-19:00;10:00-19:00;10:00-19:00;
71;michelpanda31@gmail.com;Le Ministere;"QG officiel du site Le Rugbynistère; le Ministère : Convivialité de l’équipe, bonne bouffe, bonne bière et rigolade... Gentleman rugbyman, cet endroit est fait pour vous !";bars_cafes;14 Rue Peyrolières, Toulouse;43.6001351;1.4411016999999902;05 34 33 61 19;https://www.facebook.com/LeMinistere/?fref=ts;17:00-2:00;17:00-2:00;17:00-2:00;17:00-2:00;17:00-2:00;12:00-3:00;12:00-2:00
122;contact.lepetitbeaubourg@gmail.com;Le Petit Beaubourg;C'est le lieu idéal pour venir apprécier un bon déjeuner au soleil ou des tapas le soir. Les plus fêtards d'entre vous seront comblés : cocktails, musique et bonne ambiance sont au rendez-vous !;bars_cafes;37 place de carmes, Toulouse;43.5972087;1.445259999999962;05 61 25 86 51;https://www.facebook.com/lepetitbeaubourg/?fref=ts;11:30-2:00;11:30-2:00;11:30-2:00;11:30-2:00;11:30-2:00;11:30-3:00;11:00-2:00
169;leadonnat05@gmail.com;Le Petit Magre;Pour le déjeuner ou la pause goûter, le Petit Magre saura vous ravir ! Salad bar et buffet, suivi de patisseries gourmandes réalisés sur place, vous n'y résisterez pas !;bars_cafes;4 rue baronie, toulouse;43.6016382;1.4450183000000152;;https://www.facebook.com/lepetitmagre/;14:00-18:00;12:00-19:00;12:00-19:00;12:00-19:00;12:00-19:00;12:00-19:00;
163;lpstoulouse@lepetitsouk.fr;Le petit souk;Le Petit Souk est un bazar coloré et pétillant destiné aux enfants ! Jouets, gadgets, décoration, vous ne saurez plus où donner de la tête, dans cette boutique chic et rigolote.;boutiques;11 rue baronie;43.6019782;1.444734799999992;;;14:00-19:00;10:00-19:00;10:00-19:00;10:00-19:00;10:00-19:00;10:00-19:00;
150;lesalmanazartlse@gmail.com;Le Salmanazar;Dans une belle cave voûtée entièrement réaménagée autour des vestiges romains de l’ancien mur de la ville, venez dégustez leurs bières, vins et spiritueux accompagnés d’assiettes de charcuterie et de fromages artisanaux !;bars_cafes;15 rue bouquières, Toulouse;43.5990184;1.4462826000000177;;https://www.facebook.com/profile.php?id=100009452764654&fref=ts;16:00-2:00;16:00-2:00;16:00-2:00;16:00-2:00;16:00-2:00;16:00-3:00;
104;antoine.micouleau@gmail.com;Le Soulier;Dans une ambiance de prohibition, Le Soulier vous propose de déguster de délicieux hors d'oeuvre et cocktails ! De plus, il organise aussi des soirées Bootlegger, des soirées privées ...;bars_cafes;8 Rue Arnaud Bernard, Toulouse;43.60964189999999;1.4392784000000347;05 67 11 01 72;https://www.facebook.com/boudoirlesoulier/;8:00-12:00 / 14:00-18:00;8:00-12:00 / 14:00-18:00;20:00-2:00;20:00-2:00;20:00-2:00;20:00-2:00;
105;letalon@aubaineapp.fr;Le Talon - Épicerie;Le garde-manger, Le Talon se ravitaille en produits du Sud-Ouest, et vous fait partager les merveilles de notre région. En plus, vous y retrouverez les plats maisons des Pieds sous la Table à emporter !;bars_cafes;2 Rue Arnaud Bernard, Toulouse;43.6095146;1.4394313999999895;05 61 22 17 52;;8:00-12:00 / 14:00-18:00;8:00-12:00 / 14:00-18:00;11:00-15:00 / 17:00-20:00;11:00-15:00 / 17:00-20:00;11:00-15:00 / 17:00-20:00;11:00-15:00 / 17:00-20:00;10:00-14:00
39;bebop.toulouse@gmail.com;Le Bebop;le Bebop Café vous propose un double service. La boutique vous surprendra avec ses recettes variées et faites maison. Le traiteur se chargera de vous concocter des amuse-bouches sucrés, salés, un délice !;petite_faim;45 Rue de Metz, Toulouse;43.6008071;1.451016299999992;05 61 12 32 06;https://www.facebook.com/bebopcafe/;07:30-19:30;07:30-19:30;07:30-19:30;07:30-19:30;07:30-19:30;;
102;romainbalcinha@yahoo.fr;Les Brodeurs Paris;Une large gamme de vêtements tendances, c'est ce que vous propose Les Brodeurs Paris ! Mais ce n'est pas tout, vous trouverez aussi des bijoux, sacs, accessoires, bougies et objets de déco.;bars_cafes;14 Rue des Changes, Toulouse;43.6008202;1.4437858999999662;;https://www.facebook.com/pg/Les-Brodeurs-Paris-392311657611602/about/?ref=page_internal;;;;;;;
156;virginiebelarbi@gmail.com;Les Délices d'Élise;Ce salon de thé chaleureux vous propose des pause déjeuner gourmandes avec des recettes revisitées ainsi que des goûters. Retrouvez des macarons de toutes les couleurs, avec des goûts hors du commun !;bars_cafes;12 Rue de la Colombette, Toulouse;43.604515;1.451049;09 80 69 34 87;https://www.facebook.com/Les-Délices-dÉlise-309518465872285/;8:00-12:00 / 14:00-18:00;10:00-18:30;10:00-18:30;10:00-18:30;10:00-18:30;10:00-18:30;10:00-16:00
41;lesinnocentes@aubaineapp.fr;Les Innocentes;Pour tous les styles, classiques, décontractés ou trendy, Les Innocentes a les vêtements qu'il vous faut ! Succombez à des pièces uniques qui composeront l'essentiel d'une garde-robe parfaite.;boutiques;12 Rue des Lois, Toulouse;43.605275;1.442325;05 34 25 16 96;https://www.facebook.com/Les-Innocentes-196349094056526/;8:00-12:00 / 14:00-18:00;11:00-19:00;11:00-19:00;11:00-19:00;11:00-19:00;11:00-19:00;
131;231@aubaineapp.fr;Les Tricheurs;Les Tricheurs est un nouveau concept alliant bar et jeux de société ! Retrouvez plus de 400 jeux ainsi que de nombreuses soirées à thème ! Retour en enfance et convivialité garantis.;bars_cafes;34 Rue des Blanchers, Toulouse;43.6027686;1.4373004000000265;05 61 23 04 32;https://www.facebook.com/barlestricheurs/;8:00-12:00 / 14:00-18:00;16:00-1:00;16:00-1:00;16:00-1:00;16:00-2:00;15:00-2:00;15:00-0:00
83;levantin.tek@free.fr;Levantin Design ambiant;Idéalement situé place Saint-Georges à Toulouse, Levantin vous propose des centaines d'idées cadeaux ! Retrouvez des objets de décoration uniques, de créateurs de nationalités différentes !;boutiques;19 Place Saint-Georges, Toulouse;43.6017927;1.4481243999999833;05 61 21 93 91;https://www.facebook.com/Levantin-139848819530176/?fref=ts;8:00-12:00 / 14:00-18:00;11:00-13:00 / 14:00-19:00;11:00-13:00 / 14:00-19:00;11:00-13:00 / 14:00-19:00;11:00-13:00 / 14:00-19:00;11:00-13:00 / 14:00-19:00;
35;londontown.toulouse@charleswells.co.uk;London Town;Découvrez le véritable goût de l’Angleterre au London Town. Une ambiance locale, des concerts live, et bien sûr de nombreuses bières anglaises traditionnelles !;bars_cafes;14 Rue de Pretres , Toulouse;43.5974489;1.4438427000000047;05 62 26 53 10;https://www.facebook.com/londontownpub/;15:00-2:00;15:00-2:00;15:00-2:00;15:00-2:00;15:00-2:00;12:00-3:00;12:00-1:00
42;garance@aubaineapp.fr;Mademoiselle Garance;Dans un style un peu bohème et boho, Mademoiselle Garance allie vêtements chics et décontractés pour convenir à toutes les occasions ! C'est votre nouvelle destination shopping !;boutiques;18 Rue des Lois, Toulouse;43.6054395;1.442033199999969;;https://www.facebook.com/Mademoiselle-Garance-1622893991259759/;8:00-12:00 / 14:00-18:00;11:00-19:00;11:00-19:00;11:00-19:00;11:00-19:00;11:00-19:00;
123;mademoisellenuage@outlook.fr;Mademoiselle Nuage;Grâce à l'alliance de deux créatrices talentueuses, retrouvez des bijoux et accessoires élégants chez Mademoiselle Nuage ! Tout est fait à la main dans leur atelier toulousain.;bars_cafes;11 rue Peyrolières, Toulouse;43.6004352;1.440707599999996;;https://www.facebook.com/mademoisellenuage/?fref=ts;11:00-13:30 / 14:30-19:00;11:00-13:30 / 14:30-19:00;11:00-13:30 / 14:30-19:00;11:00-13:30 / 14:30-19:00;11:00-13:30 / 14:30-19:00;11:00-19:00;
127;claire@mamaroots.fr;Mamaroots;Entre showroom et atelier, découvrez le dressing féminin et décontracté de Claire ! Cette modéliste de formation confectionne des pièces uniques grâce à des tissus chinés et de qualité.;bars_cafes;9 Place Sainte-Scarbes, Toulouse;43.5980638;1.4488192000000026;06 14 35 95 86;https://www.facebook.com/mamaroots/?fref=ts;11:00-19:00;11:00-19:00;11:00-19:00;11:00-19:00;11:00-19:00;11:00-19:00;
68;melting@aubaineapp.fr;Melting Pot Pub;Le Melting Pot pub vous offre l'expérience unique des pubs irlandais pour suivre vos matchs préférés dans une ambiance chaleureuse et festive. Venez profitez du large choix de bières !;bars_cafes;26 Boulevard de Strasbourg, Toulouse;43.6075008;1.4471581999999898;05 61 62 82 98;https://www.facebook.com/themeltingpotpub/;12:00-2:00;12:00-2:00;12:00-2:00;12:00-2:00;12:00-2:00;12:00-3:00;12:00-2:00
165;mericboutique@wanadoo.fr;Meric Boutique;Destinée aux enfants et aux mamans, la boutique Meric est le lieu idéal pour faire des cadeaux originaux ! Jouets, mercerie, décoration, textile ou bijoux, laissez-vous tenter.;boutiques;24 place des carmes;43.5980581;1.4452850000000126;;https://www.facebook.com/Meric-boutique-467877616592610/;14:00-19:00;10:00-19:00;10:00-19:00;10:00-19:00;10:00-19:00;10:00-19:00;
98;audrey@madeinamarmite.com;MIAM - Made In A Marmite;MIAM, c'est des recettes de viandes mijotées, effilochées, servies dans une galette de blé ou dans une box. Le secret ? Tout, oui tout, est dans la marmite !;bars_cafes;24 Rue Léon Gambetta, Toulouse;43.6026432;1.4415695999999798;07 81 46 82 06;https://www.facebook.com/miamtoulouse/;11:30-22:00;11:30-22:00;11:30-22:00;11:30-22:00;11:30-22:00;11:30-22:30;11:30-22:00
60;Milleetunepates@aubaineapp.fr;Mille et une pates;1001 Pâtes est spécialisé dans la confection de pâtes fraîches de l’entrée au dessert. Vous y découvrirez des dizaines de recettes des incontournables aux plus originales !;restauration;1 bis Rue Mirepoix, Toulouse;43.60336909999999;1.4421795000000657;05 61 21 97 83;https://www.facebook.com/Restaurant-Mille-et-une-p%C3%A2tes-314665445328807/;8:00-19:30;8:00-19:30;8:00-19:30;8:00-19:30;8:00-19:30;8:00-19:30;
37;sandrine.daoud@orange.fr;Mille et une Miettes;1001 miettes vous propose une cuisine artisanale et familiale, avec des recettes simples et goûteuses ! Niveau sucré, le gérant qui est pâtissier, saura vous faire plaisir et vous gâter !;restauration;4 Rue Saint Jerome, Toulouse;43.6035643;1.4475700000000415;05 67 33 52 05;https://www.facebook.com/milleetunemiettes/;;;;;;;
126;marie.dubray@hotmail.fr;Moloko;C'est dans ce bar rétro à la musique vintage que vous dégusterez des cocktails fous !  Laissez-vous tenter par des mélanges détonnants à base de fruits, d'épices ou encore d'alcools oubliés ...;bars_cafes;6 Rue Joutx Aigues, Toulouse;43.5984389;1.4437732000000096;05 62 17 96 61;https://fr-fr.facebook.com/LeMolokoBar/;18:00-2:00;18:00-2:00;18:00-2:00;18:00-2:00;18:00-2:00;18:00-3:00;
112;Pdg@montres-and.com;Montres AND;Entre Toulouse et Marseille, c'est la que les montres en bois sont confectionnés par Montres AND ! Ces ébenistes du temps créés des montres fines et élégantes pour hommes et femmes.;boutiques;Boutique en ligne (clic photo);43.6024565;1.4464897999999948;;www.facebook.com/pg/montresand;;;;;;;
128;631@aubaineapp.fr;Le Mucho;Le Mucho, c'est un petit coin d'Espagne en plein centre de Toulouse ! Entre tapas authentiques, vins locaux, collection de gins et ambiance ispanique, vos ne serez pas déçu.;bars_cafes;9 Place du Pont Neuf, Toulouse;43.5995723;1.4408687999999756;05 61 21 66 28;https://www.facebook.com/muchotoulouse/;8:00-12:00 / 14:00-18:00;9:00-2:00;9:00-2:00;9:00-2:00;9:00-2:00;9:00-3:00;
76;contact@natureetlin.fr;Nature et Lin;Dans un style épuré et minimaliste, Nature et Lin vous propose des créations uniques autour de ce tissus légendaire et écologique : le lin ! Vêtements, bijoux, et accessoires sont fabriqués à la main.;boutiques;20 rue des Changes, Toulouse;43.6010806;1.4439813000000186;;https://www.facebook.com/BoutiqueNatureEtLin/?fref=ts;;10:45–12:00 / 14:00–18:30;10:45–12:00 / 14:00–18:30;10:45–12:00 / 14:00–18:30;10:45–12:00 / 14:00–18:30;10:45–12:00 / 14:00–18:30;
43;simon@neofleurs.com;Neofleurs;Neofleurs est une startup toulousaine qui vous permet de faire livrer des compositions florales de qualité et à prix accessible ! Les bouquets sont réalisés par des fleuristes partenaires et locaux.;boutiques;1 Place Alphonse Jourdain, Toulouse;43.6107468;1.4301606999999876;;https://www.facebook.com/neofleurs/;8:00-12:00 / 14:00-18:00;8:00-12:00 / 14:00-18:00;8:00-12:00 / 14:00-18:00;8:00-12:00 / 14:00-18:00;8:00-12:00 / 14:00-18:00;8:00-12:00 / 14:00-18:00;
99;contact@viamylor.fr;Oxbow;Oxbow élabore depuis plus de 30 ans, vêtements et accessoires pour hommes et femmes dans un style décontracté. Elle conçoit aussi des vêtements techniques pour les sports nautiques !;bars_cafes;16 Rue Sainte Ursule, Toulouse;43.6022927;1.4423597999999629;09 83 63 53 80;;11:00–13:30 / 14:30–19:00;11:00–13:30 / 14:30–19:00;11:00–13:30 / 14:30–19:00;11:00–13:30 / 14:30–19:00;11:00–13:30 / 14:30–19:00;11:00–13:30 / 14:30–19:00;11:00–13:30 / 14:30–19:00
113;andrebrouat@aubaineapp.fr;Palais des Sports André Brouat;;boutiques;3 Rue Pierre Laplace, Toulouse;43.6127003;1.434521000000018;05 62 30 21 80;;;;;;;;
161;podolinea.sudouest@gmail.com;Podolinea;Spécialiste du bien-être de vos pieds, Podolinea propose des solutions à tous vos problèmes. Professionnel et expert, vos pieds seront entre de bonnes mains !;bien_etre;37 rue des frères Lion;43.6002308;1.4530368000000635;;;8:00-12:00 / 14:00-18:00;9:30-12:30 / 14:30-18:45;9:30-12:30 / 14:30-18:45;9:30-12:30 / 14:30-18:45;9:30-12:30 / 14:30-18:45;9:30-12:30 / 14:30-18:45;
162;shoesintoulouse@gmail.com;Pol le Duff;Pol le Duff, chausseurs depuis 4 générations vous propose toutes sortes de chaussures ! Pour des occasions particulières ou la vie de tous les jours, vous trouverez votre bonheur.;boutiques;83 rue du faubourg bonnefoy;43.6194519;1.456779900000015;;;8:00-12:00 / 14:00-18:00;9:30-12:30 / 14:30-19:00;9:30-12:30 / 14:30-19:00;9:30-12:30 / 14:30-19:00;9:30-12:30 / 14:30-19:00;9:30-12:30 / 14:30-19:00;
153;leduffchaussures@gmail.com;Pol le Duff chaussures;Pol le Duff, chausseurs depuis 4 générations vous propose toutes sortes de chaussures ! Pour des occasions particulières ou la vie de tous les jours, vous trouverez votre bonheur.;boutiques;39 Rue des Frères Lion, Toulouse;43.600394;1.453161;05 61 63 62 90;https://www.facebook.com/PolLeDuffChaussures/?hc_ref=NEWSFEED;8:00-12:00 / 14:00-18:00;10:00-13:00 / 14:15-19:00;10:00-13:00 / 14:15-19:00;10:00-13:00 / 14:15-19:00;10:00-13:00 / 14:15-19:00;10:00-13:00 / 14:00-19:00;
63;puboclock@aubaineapp.fr;Pub O'clock;Ce bar vous réserve l’ambiance authentique et les bières d’un véritable pub. Avec son atmosphère sportive, tout est réuni pour passer une troisième mi-temps dans la bonne humeur.;bars_cafes;21 Boulevard de Strasbourg, Toulouse;43.6069569;1.447068800000011;05 67 11 15 06;https://www.facebook.com/puboclock/?fref=ts;10:00-01:30;10:00-01:30;10:00-01:30;10:00-01:30;10:00-01:30;10:00-02:30;10:00-01:30
130;roosterandbeer@gmail.com;Rooster and Beer;"Rooster &amp; Beer vous propose des bières exclusivement artisanales et françaises ! Vous trouverez des bières venues des quatre coins de la France avec des arômes bien particuliers !";bars_cafes;100 Rue Riquet, Toulouse;43.60849;1.4540230000000065;07 68 25 18 30;https://www.facebook.com/roosterandbeer/;18:00–02:00;18:00–01:00;18:00–01:00;18:00–02:00;18:00–02:00;18:00–03:00;18:00–02:00
88;marinecadamuro.cm@gmail.com;Saint Troc;Depuis 20 ans, le Saint Troc sélectionne les plus belles pièces de modes des plus grandes marques ! Cette boutique de dépôt et vente de luxe est pour tous les accros du shopping.;boutiques;4 rue Paul Meriel, Toulouse;43.6038754;1.448196199999984;05 61 23 09 93;https://www.facebook.com/saint.troc.depot.vente.luxe.toulouse/;10:30–19:00;10:30–19:00;10:30–19:00;10:30–19:00;10:30–19:00;10:30–19:00;10:30–19:00
85;derupti.alice@gmail.com;Sandyan Patisserie;Découvrez l'univers de Yannick Delpech, chef doublement étoilé ! Bistrot de rue de midi, patisserie et salon de thé l'après-midi, Sandyan vous propose une cuisine raffinée et gourmande !;petite_faim;54 Rue d'Alsace Lorraine, Toulouse;43.6074404;1.4458578999999645;05 61 21 45 64;https://www.facebook.com/sandyan/?fref=ts;10:00–18:00;10:00–19:00;10:00–19:00;10:00–19:00;10:00–19:00;10:00–19:00;09:30–13:30
86;sandyanr@aubaineapp.fr;Sandyan Bistrot de Rue;Découvrez le Bistrot de rue de Yannick Delpech ! Ce chef doublement étoilé sélectionne avec soins ses produits frais pour vous offrir un fast-food haut de gamme !;restauration;54 Rue d'Alsace Lorraine, Toulouse;43.6074404;1.4458578999999645;05 61 21 45 64;https://www.facebook.com/sandyan/?fref=ts;10:00–18:00;10:00–19:00;10:00–19:00;10:00–19:00;10:00–19:00;10:00–19:00;09:30–13:30
91;sdstoulouse31@gmail.com;Sans Dessus Dessous;Sans Dessus Dessous est un concept store de prêt-à-porter et sous-vêtements masculins ! Dans ce concept plutôt peu courant, vous trouverez différentes marques pour tous les goûts !;boutiques;5 rue Rivals, Toulouse;43.6062604;1.4448919999999816;05 61 21 10 40;https://www.facebook.com/sansdessusdessoustoulouse/?fref=ts;13:00–19:00;10:00–19:00;10:00–19:00;10:00–19:00;10:00–19:00;10:00–19:00;
157;saveursetharmonie@orange.fr;Saveurs et Harmonie;"Chez Saveurs &amp; Harmonie, plus de 300 variétés de thés et infusions vous attendent ! En sachet ou en vrac, découvrez leurs fragrances, origines et histoires grâce aux conseils d'une passionnée !";petite_faim;24 rue de la colombette;43.604552;1.451795;05 61 99 32 98;https://www.facebook.com/SaverusetHarmonie/;15:00-19:30;10:00-19:30;10:00-19:30;10:00-19:30;10:00-19:30;10:00-19:30;10:00-19:30
51;nieradkacecile@gmail.com;Simple;Venez composer vos salades et wraps selon vos envies ! Le Simple vous fait découvrir des aliments sains et variés, des boissons aussi bien chaudes que froides et des soupes maison. Vous craquerez également pour de délicieuses et gourmandes pâtisseries !;bars_cafes,petite_faim;40 Rue des Lois, Toulouse;43.6070557;1.4402747999999974;06 50 78 52 61;https://www.facebook.com/simple.toulouse/?fref=ts;09:00–18:00;09:00–18:00;09:00–18:00;09:00–18:00;09:00–16:00;09:00–18:00;
